DATE,(DAY),TCARS,TOTAL$,TTL/C,EXTRA$,EX$/C,%EX,,RVS,EOD/T,EOD/R,bad_2,year
*12-01 (THU),226,3537.4,15.65,1475.5,7.2,,77,0,0,0,,,2011
*12-02 (FRI),286,4740.82,16.58,2034.87,7.65,,77,0,0,0,,,2011
*12-03 (SAT),303,5371.77,17.73,2326.78,8.11,,84,0,0,0,,,2011
*12-04 (SUN),0,,,,,,,,,,,,2011
*12-05 (MON),270,4392.83,16.27,1808.61,7.29,,81,0,0,0,,,2011
*12-06 (TUE),265,4168.33,15.73,1458.5,6.03,,76,3,0,0,,,2011
*12-07 (WED),259,3371.44,13.02,1345.39,5.56,,72,0,0,0,,,2011
*12 -08 (THU),266,3991.43,15.01,1496.39,6.34,,76,1,0,0,,,2011
*12-09 (FRI),178,2785.41,15.65,1174.08,7.38,,75,0,0,0,,,2011
*12 -10 (SAT),169,2870.31,16.98,1362.92,9.09,,86,0,0,0,,,2011
*12-11 (SUN),0,,,,,,,,,,,,2011
*12-12 (MON),215,3211.25,14.94,1200.08,6.28,,80,0,0,0,,,2011
*12-13 (TUE),190,2741. 42,14.43,999.2,5.81,,81,1,0,0,,,2011
*12-14 (WED),215,3365.03,15.65,1342.15,6.64,,69,2,0,0,,,2011
*12 -15 (THU),231,3693.88,15.99,1579.83,7.45,,76,0,0,0,,,2011
*12-16 (FRI),232,3711.55,16,1561.72,7.16,,78,2,0,0,,,2011
*12-17 (SAT),356,5730.44,16.1,2222.17,6.75,,84,0,0,0,,,2011
*12 -18 (SUN),0,,,,,,,,,,,,2011
*12-19 (MON),307,4733.6,15.42,1712.82,6.03,,76,0,0,0,,,2011
*12-20 (TUE),282,4389.06,15.56,1634.48,6.03,,76,4,0,0,,,2011
*12-21 (WED),305,4816.99,15.79,2098.34,7.31,,80,0,0,0,,,2011
*12-22 (THU),344,5759.45,16.74,2417.23,7.41,,86,0,0,0,,,2011
*12-23 (FRI),393,6249.19,15.9,2185.59,5.88,,79,3,0,0,,,2011
*12 -24 (SAT),306,5300.93,17.32,2217.71,7.65,,86,0,0,0,,,2011
*12-25 (SUN),0,,,,,,,,,,,,2011
*12- 26 (MON),223,3547.89,15.91,1419.58,6.76,,80,0,0,0,,,2011
*12-27 (TUE),113,1553.22,13.75,548.78,5.49,,81,1,0,0,,,2011
*12-28 (WED),300,4359.97,14.53,1439.26,5.2,,80,1,0,0,,,2011
*12-29 (THU),302,4941. 88,16.36,1943.37,6.94,,80,1,0,0,,,2011
*12 -30 (FRI),386,6581.65,17.05,2659.05,7.13,,85,1,0,0,,,2011
*12-31 (SAT),383,6412.35,16.74,2512.69,6.88,,81,1,0,0,,,2011
*11-01,(TUE),336,4894,14.57,1808.27,6.03,80,1,0,0,,,2011
*11-02,(WED),283,4224.77,14.93,1673.99,6.41,75,6,0,0,,,2011
*11-03,(THU),294,5044.41,17.16,2115.85,7.58,76,0,0,0,,,2011
*11-04,(FRI),284,4497.79,15.84,1758.13,6.66,78,1,0,0,,,2011
*11-05,(SAT),357,5929.22,16.61,2495,7.49,82,0,0,0,,,2011
*11-06,(SUN),0,,,,,,,,,,,2011
*11-07,(MON),343,5454.19,15.9,2155.92,6.93,80,1,0,0,,,2011
*11-08,(TUE),327,5490.88,16.79,2182.61,6.97,78,1,0,0,,,2011
*11-09,(WED),275,4175.7,15.18,1337.48,5.14,72,0,0,0,,,2011
*11-10,(THU),331,5235.31,15.82,1700.2,5.52,75,0,0,0,,,2011
*11-11,(FRI),361,5693.14,15.77,2027.36,6.02,81,0,0,0,,,2011
*11-12,(SAT),347,6220.64,17.93,2797.64,8.58,83,0,0,0,,,2011
*11-13,(SUN),0,,,,,,,,,,,2011
*11-14,(MON),314,5037.31,16.04,1778.26,6.01,75,0,0,0,,,2011
*11-15,(TUE),286,4347.75,15.2,1455.92,5.37,75,0,0,0,,,2011
*11-16,(WED),331,4737.55,14.31,1502.11,4.88,68,1,0,0,,,2011
*11-17,(THU),349,5457.27,15.64,1631. 49,4.9,72,0,0,0,,,2011
*11-18,(FRI),246,3953.69,16.07,1444.86,6.31,77,1,0,0,,,2011
*11-19,(SAT),376,5802.73,15.43,2215.61,6.28,77,1,0,0,,,2011
*11-20,(SUN),0,,,,,,,,,,,2011
*11-21,(MON),286,4693.03,16.41,1978.09,7.38,81,0,0,0,,,2011
*11-22,(TUE),249,3781 . 72,15.19,1568.89,7.13,77,0,1,1,,,2011
*11-23,(WED),321,4558.85,14.2,1384.95,4.59,64,0,0,0,,,2011
*11-24,(THU),0,,,,,,,,,,,2011
*11-25,(FRI),253,4053.94,16.02,1624.33,6.88,79,0,0,0,,,2011
*11-26,(SAT),248,4419.11,17.82,2223.89,9.71,80,1,0,0,,,2011
*11-27,(SUN),0,,,,,,,,,,,2011
*11-28,(MON),227,3467.52,15.28,1302.47,6.17,75,1,0,0,,,2011
*11-29,(TUE),232,3450.31,14.87,1133.53,5.25,74,0,0,0,,,2011
*11-30,(WED),219,3557.66,16.25,1329.47,6.49,71,0,0,0,,,2011
10-01,(SAT),271,4658.63,17.19,2259.97,8.97,82,2,0,0,,,2011
*10-02,(SUN),0,,,,,,,,,,,2011
10-03,(MON),223,3461.9,15.52,1433.46,7.03,77,0,0,0,,,2011
10-04,(TUE),210,3372.37,16.06,1394.32,7.26,79,0,0,0,,,2011
10-05,(WED),197,3140.61,15.94,1472.34,8.23,78,0,0,0,,,2011
10-06,(THU),186,3110.8,16.72,1380.97,7.85,82,0,0,0,,,2011
10-07,(FRI),233,4018.83,17.25,1909.78,8.72,83,0,0,0,,,2011
10-08,(SAT),172,3261.94,18.96,1672.77,10.72,87,0,0,0,,,2011
*10-09,(SUN),0,,,,,,,,,,,2011
10-10,(MON),145,2428.14,16.75,1164.09,8.95,82,0,0,0,,,2011
10-11,(TUE),197,2996.03,15.21,1225.03,6.73,79,0,0,0,,,2011
10 -12,(WED),175,2472.01,14.13,984.7,6.15,74,0,0,0,,,2011
10-13,(THU),201,3237.88,16.11,1295.81,7,75,0,0,0,,,2011
10 -14,(FRI),232,3815.88,16.45,1660.11,7.65,78,0,0,0,,,2011
10 -15,(SAT),237,4146.22,17.49,2110.61,9.55,83,1,0,0,,,2011
*10-16,(SUN),0,,,,,,,,,,,2011
*10 -17,(MON),0,,,,,,,,,,,2011
*10-18,(TUE),0,,,,,,,,,,,2011
10-19,(WED),52,824.66,15.86,391. 96,9.33,79,0,3,0,,,2011
10-20,(THU),197,3076.7,15.62,1381.91,8.08,77,0,0,0,,,2011
10 -21,(FRI),320,5269.29,16.47,2331. 78,7.88,80,2,0,0,,,2011
10 -22,(SAT),317,4790.37,15.11,1716.98,5.84,76,2,0,0,,,2011
*10-23,(SUN),0,,,,,,,,,,,2011
10-24,(MON),268,4220.53,15.75,1479.02,5.89,72,0,0,0,,,2011
10 -25,(TUE),231,3520.79,15.24,1212.45,5.64,71,1,0,0,,,2011
10-26,(WED),222,3120.65,14.06,1433.84,7.1,76,0,1,0,,,2011
10 -27,(THU),161,2700.53,16.77,1168.41,7.79,80,0,0,0,,,2011
10-28,(FRI),148,2311.55,15.62,848.66,6.33,81,0,0,0,,,2011
10-29,(SAT),84,1420.14,16.91,826.24,11.8,83,1,0,0,,,2011
*10-30,(SUN),0,,,,,,,,,,,2011
10 -31,(MON),4,10,2.5,0,0,0,0,1,0,,,2011
,9 -01,(THU),117,1618.97,13.84,660.8,6.96,88,0,0,0,,2011
,9 -02,(FRI),163,2337.09,14.34,853.26,6.05,86,3,0,0,,2011
,9 -03,(SAT),191,2854.71,14.95,1012.17,5.88,80,1,0,0,,2011
*,9 -04,( SUN),0,,,,,,,,,,2011
*,9 -05,(MON),0,,,,,,,,,,2011
,9 -06,(TUE),102,1580.6,15.5,737.16,8.1,80,0,0,0,,2011
,9 -07,(WED),79,1007.47,12.75,360.46,5.72,84,0,0,0,,2011
,9 -08,(THU),151,2170.89,14.38,805.67,5.97,79,0,0,1,,2011
,9 -09,(FRI),163,2615.82,16.05,1050.38,7.35,85,0,0,0,,2011
,9 -10,(SAT),222,3560.85,16.04,1450.02,7.18,83,0,0,0,,2011
*,9 -11,(SUN),0,,,,,,,,,,2011
,9 -12,(MON),138,2082.19,15.09,714.97,5.91,81,0,0,0,,2011
,9 -13,(TUE),137,2056.78,15.01,667.56,5.34,78,0,0,0,,2011
,9 -14,(WED),143,1993.62,13.94,681. 35,5.36,70,1,0,0,,2011
,9 -15,(THU),147,2321. 31,15.79,782.19,5.88,80,0,1,1,,2011
,9 -16,(FRI),211,3196.8,15.15,1118.58,5.8,79,0,0,0,,2011
,9 -17,(SAT),254,4438.63,17.47,1836.41,7.65,88,1,0,0,,2011
*,9 -18,(SUN),0,,,,,,,,,,2011
,9 -19,(MON),188,3149.44,16.75,1465.39,8.47,85,1,0,0,,2011
,9-20,(TUE),76,1246.67,16.4,626.11,9.49,82,1,0,0,,2011
,9 -21,(WED),129,2015.79,15.63,853.84,7.56,75,0,0,0,,2011
,9 -22,(THU),94,1421. 59,15.12,662.15,8.07,78,0,0,0,,2011
,9 -23,(FRI),137,2220.18,16.21,1066.29,8.89,84,1,0,0,,2011
,9 -24,(SAT),163,3013.4,18.49,1596.62,10.5,86,0,1,1,,2011
*,9 -25,(SUN),0,,,,,,,,,,2011
*,9 -26,(MON),0,,,,,,,,,,2011
,9 -27,(TUE),125,1652.49,13.22,799.83,8,80,3,0,0,,2011
,9 -28,(WED),139,2242.45,16.13,1059.01,8.75,80,0,0,0,,2011
,9 -29,(THU),141,2284.9,16.2,1017.57,7.95,83,0,0,0,,2011
,9 -30,(FRI),207,3462.68,16.73,1592.95,8.25,81,0,0,0,,2011
,8 -01,(MON),148,2172.48,14.68,808.53,6.27,78,0,0,0,,2011
,8 -02,(TUE),97,1368.02,14.1,418.6,4.81,80,0,0,0,,2011
,8-03,(WED),122,1946.88,15.96,762.66,6.52,78,0,0,0,,2011
,8-04,(THU),76,1079.14,14.2,339.19,4.85,71,0,0,0,,2011
,8 -05,(FRI),179,2580.71,14.42,916.42,5.95,85,1,0,0,,2011
,8 -06,(SAT),173,2789.77,16.13,1028.99,6.43,83,0,0,0,,2011
*,8 -07,(SUN),0,,,,,,,,,,2011
,8-08,(MON),0,,,,,,,,,,2011
,8-09,(TUE),68,978.93,14.4,341. 32,6.21,76,0,0,0,,2011
,8 -10,(WED),28,343.69,12.27,89.08,3.87,70,0,0,0,,2011
,8 -11,(THU),63,834.66,13.25,351. 49,6.63,75,1,0,0,,2011
,8 -12,(FRI),86,1258.08,14.63,414.08,5.83,77,0,0,0,,2011
,8 -13,(SAT),142,2471.66,17.41,1081.44,8.13,83,0,0,0,,2011
*,8 -14,(SUN),0,,,,,,,,,,2011
,8 -15,(MON),99,1378.59,13.93,503.03,6.29,80,0,0,0,,2011
,8-16,(TUE),59,964.1,16.34,428.5,8.74,82,0,0,0,,2011
,8 -17,(WED),114,1479.69,12.98,524.42,5.46,72,0,0,0,,2011
,8 -18,(THU),97,1486.46,15.32,578.86,6.73,73,3,0,0,,2011
,8-19,(FRI),73,1162.5,15.92,445.5,6.75,79,0,0,0,,2011
,8 -20,(SAT),193,3156.47,16.35,1279.25,7.35,77,1,0,0,,2011
*,8 -21,(SUN),0,,,,,,,,,,2011
,8 -22,(MON),153,2150.84,14.06,816.01,6.63,79,2,0,0,,2011
,8 -23,(TUE),97,1397.07,14.4,443.25,5.09,82,6,0,0,,2011
,8 -24,(WED),73,954.9,13.08,254.68,4.04,71,1,0,0,,2011
,8 -25,(THU),93,1332.28,14.33,485.71,6.07,84,0,0,0,,2011
,8 -26,(FRI),153,2522.73,16.49,1045.29,7.74,84,1,0,0,,2011
,8 -27,(SAT),165,2732.21,16.56,1192.99,8.23,81,1,0,0,,2011
*,8 -28,(SUN),0,,,,,,,,,,2011
,8-29,(MON),13,180.82,13.91,92.87,8.44,82,0,0,0,,2011
*,8 -30,(TUE),0,,,,,,,,,,2011
,8 -31,(WED),12,143.56,11.96,31.56,3.51,78,0,0,0,,2011
,7-01,(FRI),133,2096.18,15.76,1016.96,9.42,82,0,0,0,,2011
,7 -02,(SAT),92,1694.44,18.42,785.98,9.47,87,1,2,2,,2011
*,7-03,(SUN),0,,,,,,,,,,2011
*,7-04,(MON),0,,,,,,,,,,2011
,7-05,(TUE),122,1818.16,14.9,653.43,6.47,76,0,0,0,,2011
,7-06,(WED),62,890.89,14.37,351.94,6.9,73,0,0,0,,2011
*,7-07,(THU),0,,,,,,,,,,2011
,7 -08,(FRI),100,1491.79,14.92,643.01,7.56,79,0,0,0,,2011
,7 -09,(SAT),184,2949.24,16.03,1162.25,7.22,86,0,0,0,,2011
*,7 -1 0,(SUN),0,,,,,,,,,,2011
,7 -11,(MON),126,1781.29,14.14,617.89,5.72,73,0,0,0,,2011
,7 -12,(TUE),112,1820.79,16.26,744.11,7.59,87,0,0,0,,2011
,7-13,(WED),142,2006.03,14.13,604.25,4.76,76,0,0,0,,2011
,7 -14,(THU),126,2026.12,16.08,816.9,7.17,79,0,0,0,,2011
,7-15,(FRI),194,3005.17,15.49,1126,6.4,82,0,0,0,,2011
,7-16,(SAT),170,2744.1,16.14,912.49,5.81,85,0,0,0,,2011
*,7-17,(SUN),0,,,,,,,,,,2011
,7 -18,(MON),94,1251. 57,13.31,435.44,5.31,79,0,0,0,,2011
,7 -19,(TUE),136,2192.37,16.12,853.37,6.83,82,0,0,0,,2011
,7-20,(WED),144,2075.76,14.41,816.44,6.23,79,0,0,0,,2011
,7 -21,(THU),139,2398.95,17.26,1072.83,8.45,80,0,0,0,,2011
,7 -22,(FRI),62,874.87,14.11,319.7,5.81,89,0,0,0,,2011
,7-23,(SAT),133,2017.08,15.17,756.38,6.46,82,1,0,0,,2011
*,7 -24,(SUN),0,,,,,,,,,,2011
,7-25,(MON),112,1546.25,13.81,657.03,7.47,78,0,0,0,,2011
,7 -26,(TUE),74,1387.88,18.76,716.38,10.38,81,0,0,0,,2011
,7-27,(WED),91,1379.81,15.16,499.98,6.41,82,0,0,0,,2011
,7-28,(THU),144,1998.35,13.88,647.77,5.18,75,0,0,0,,2011
,7-29,(FRI),165,2678.92,16.24,1100.41,7.24,82,0,0,0,,2011
,7-30,(SAT),214,3387.5,15.83,1340.36,6.77,82,0,0,0,,2011
*,7-31,(SUN),0,,,,,,,,,,2011
,6-01,(WED),169,2455.95,14.53,721.93,4.63,72,0,0,0,,2011
,6-02,(THU),187,2415.09,12.91,684.97,4.15,71,0,0,0,,2011
,6-03,(FRI),262,4023.39,15.36,1319.12,5.52,83,1,0,0,,2011
,6-04,(SAT),254,4101.45,16.15,1486.07,6.22,79,0,0,0,,2011
*,6-05,(SUN),0,,,,,,,,,,2011
,6-06,(MON),166,2462.06,14.83,696.6,4.58,70,0,0,0,,2011
,6-07,(TUE),169,2475.48,14.65,830.75,5.36,72,0,0,0,,2011
,6-08,(WED),141,1839.71,13.05,546.45,4.34,68,0,0,0,,2011
,6-09,(THU),137,2014.4,14.7,640.75,5.21,74,1,1,0,,2011
,6 -10,(FRI),210,3039.12,14.47,1026.9,5.49,77,3,0,0,,2011
,6 -11,(SAT),174,2589.69,14.88,839.6,5.35,77,1,0,0,,2011
*,6 - 12,(SUN),0,,,,,,,,,,2011
,6-13,(MON),160,2163.62,13.52,549.34,3.9,76,0,0,0,,2011
,6-14,(TUE),139,2037.49,14.66,718.27,5.89,78,0,0,0,,2011
,6-15,(WED),138,2203.5,15.97,749.94,5.91,76,0,0,0,,2011
,6 -16,(THU),114,1539.39,13.5,512,4.97,72,0,0,0,,2011
,6-17,(FRI),180,2393.19,13.3,836.02,5.43,69,0,0,0,,2011
,6 -18,(SAT),137,2152.63,15.71,735.46,5.84,74,0,0,0,,2011
*,6-19,(SUN),0,,,,,,,,,,2011
,6-20,(MON),155,2086.27,13.46,635.83,4.97,71,0,0,0,,2011
,6 -21,(TUE),58,902.46,15.56,302.85,5.51,84,0,0,0,,2011
,6-22,(WED),104,1418.74,13.64,659.47,7.76,74,0,0,0,,2011
,6-23,(THU),94,1357.97,14.45,474.9,5.86,80,0,0,0,,2011
,6 -24,(FRI),128,1935.37,15.12,665.91,5.79,72,0,0,0,,2011
,6 -25,(SAT),151,2245.83,14.87,860.61,6.57,74,1,0,0,,2011
*,6-26,(SUN),0,,,,,,,,,,2011
,6-27,(MON),38,534.25,14.06,291.48,10.41,79,0,0,0,,2011
,6-28,(TUE),68,1070.18,15.74,460.96,7.56,72,0,0,0,,2011
,6-29,(WED),66,1064.66,16.13,395.66,6.82,79,0,0,0,,2011
,6 -30,(THU),34,557.49,16.4,276.54,9.88,82,0,0,0,,2011
*,5-01,(SUN),0,,,,,,,,,,2011
,5 -02,(MON),374,5844.3,15.63,1686.47,4.83,78,2,0,0,,2011
,5-03,(TUE),302,4421.54,14.64,1220.54,4.42,74,2,0,0,,2011
,5-04,(WED),287,4043.03,14.09,1219.84,4.5,65,1,0,0,,2011
,5-05,(THU),259,3863.78,14.92,1170.42,4.76,78,1,0,0,,2011
,5 -06,(FRI),305,4416.06,14.48,1257.17,4.49,78,2,0,0,,2011
,5-07,(SAT),298,4819,16.17,1736.27,6.14,83,0,0,0,,2011
*,5-08,(SUN),0,,,,,,,,,,2011
,5 -09,(MON),393,6089.24,15.49,1692.46,4.57,64,0,0,0,,2011
,5 -10,(TUE),307,4653.77,15.16,1443.98,5.01,76,0,0,0,,2011
,5 -11,(WED),290,4375.46,15.09,1268.74,4.68,71,0,0,0,,2011
,5 -12,(THU),279,4245.23,15.22,1391.57,5.37,75,0,0,0,,2011
,5-13,(FRI),303,3952.29,13.04,1238.02,4.34,71,0,0,0,,2011
,5 -14,(SAT),313,4749.72,15.17,1877.23,6.41,80,1,0,0,,2011
*,5 -15,(SUN),0,,,,,,,,,,2011
,5-16,(MON),247,3286.77,13.31,1128.56,5.08,77,0,0,0,,2011
,5-17,(TUE),193,2890.19,14.98,1099.86,6.25,70,0,0,0,,2011
,5-18,(WED),232,3753.59,16.18,1370.53,6.26,73,0,0,0,,2011
,5 -19,(THU),217,3104.3,14.31,915.26,4.6,69,0,0,0,,2011
,5- 20,(FRI),267,3997.92,14.97,1238.48,4.99,80,2,0,0,,2011
,5 -21,(SAT),273,4369.55,16.01,1604.66,6.2,80,0,0,0,,2011
*,5- 22,(SUN),0,,,,,,,,,,2011
,5 -23,(MON),228,3333.69,14.62,1081.62,5.33,75,1,0,0,,2011
,5 -24,(TUE),211,3358.88,15.92,1178.76,6.11,73,1,0,0,,2011
,5 -25,(WED),178,2391.8,13.44,914.73,5.61,77,0,0,0,,2011
,5-26,(THU),184,2602.61,14.14,856.83,5.1,74,0,0,0,,2011
,5- 27,(FRI),221,3101.12,14.03,1013.12,5.17,77,1,0,0,,2011
,5-28,(SAT),169,2626.18,15.54,925.62,5.97,81,0,0,0,,2011
*,5-29,(SUN),0,,,,,,,,,,2011
*,5 -30,(MON),0,,,,,,,,,,2011
,5 -31,(TUE),181,2698.33,14.91,976.21,6.22,84,0,0,0,,2011
,4-01,(FRI),369,5698.62,15.44,2015.23,5.81,73,0,0,0,,2011
,4-02,(SAT),445,7122.88,16.01,2330.71,5.52,80,0,0,0,,2011
*,4-03,(SUN),0,,,,,,,,,,2011
,4-04,(MON),359,5638.72,15.71,2002.45,5.86,78,0,0,0,,2011
,4-05,(TUE),91,1614.47,17.74,753.53,8.56,77,0,0,0,,2011
,4 -06,(WED),259,3671. 04,14.17,1220.33,5.19,77,0,0,0,,2011
,4 -07,(THU),233,3571.44,15.33,1015,4.53,70,0,0,0,,2011
,4 -08,(FRI),317,4965.55,15.66,1763.16,6.12,75,0,0,0,,2011
,4 -09,(SAT),338,5448.16,16.12,2005.77,6.33,83,0,0,0,,2011
*,4-10,(SUN),0,,,,,,,,,,2011
,4-11,(MON),316,4858.86,15.38,1466.86,4.99,70,2,0,0,,2011
,4 -12,(TUE),277,4149.59,14.98,1245.42,4.83,75,2,0,0,,2011
,4- 13,(WED),287,4011. 34,13.98,1400.53,5.11,73,0,0,0,,2011
,4- 14,(THU),293,4288.69,14.64,1245.69,4.53,71,0,0,0,,2011
,4 -15,(FRI),372,5783.13,15.55,1918.16,5.48,76,2,0,0,,2011
,4-16,(SAT),338,5377.94,15.91,1804.89,5.64,80,2,0,0,,2011
*,4-17,(SUN),0,,,,,,,,,,2011
,4 -18,(MON),279,4126.08,14.79,1475.25,5.67,69,1,0,0,,2011
,4 -19,(TUE),259,4032.93,15.57,1419.15,5.94,71,1,0,0,,2011
,4-20,(WED),265,3980.71,15.02,1342.59,5.22,72,1,0,0,,2011
,4-21,(THU),324,4871.22,15.03,1573.34,5.21,69,0,0,0,,2011
,4 -22,(FRI),368,5702.92,15.5,1908.37,5.5,73,2,0,0,,2011
,4-23,(SAT),376,5963.41,15.86,2027.36,5.69,77,0,0,0,,2011
*,4 -24,(SUN),0,,,,,,,,,,2011
,4 -25,(MON),315,4620.47,14.67,1260.03,4.26,75,1,0,0,,2011
,4- 26,(TUE),218,3447.08,15.81,1260.46,6.15,66,0,0,0,,2011
,4 -27,(WED),253,3890.5,15.38,1309.62,5.55,74,0,0,0,,2011
